,Pokemon_A,Pokemon_B,Winner
3215,240,588,588
3216,636,692,692
3217,766,667,766
3218,357,67,67
3219,632,2,632
3220,603,275,275
3221,772,648,772
3222,689,446,446
3223,512,271,271
3224,398,785,398
3225,791,687,687
3226,98,790,98
3227,150,563,563
3228,441,599,441
3229,753,89,89
3230,166,443,166
3231,322,36,36
3232,234,323,234
3233,463,82,82
3234,368,419,419
3235,14,140,14
3236,790,649,790
3237,59,474,59
3238,384,397,397
3239,117,652,117
3240,779,760,760
3241,354,347,347
3242,771,169,169
3243,633,492,633
3244,687,313,313
3245,657,790,790
3246,12,346,12
3247,776,535,535
3248,557,255,557
3249,91,597,597
3250,570,310,570
3251,374,170,170
3252,762,565,565
3253,707,162,707
3254,114,423,423
3255,329,571,571
3256,784,562,562
3257,202,54,202
3258,324,252,252
3259,30,696,30
3260,502,536,536
3261,279,452,279
3262,74,383,383
3263,712,109,712
3264,582,55,55
3265,48,510,48
3266,333,398,398
3267,713,572,572
3268,505,631,505
3269,683,5,5
3270,196,654,196
3271,471,34,34
3272,619,307,307
3273,518,523,518
3274,655,507,507
3275,398,518,398
3276,543,695,543
3277,383,151,383
3278,388,700,700
3279,456,266,266
3280,66,122,66
3281,1,358,358
3282,702,227,702
3283,436,422,422
3284,687,287,687
3285,652,368,368
3286,320,433,320
3287,360,396,360
3288,614,257,614
3289,332,629,629
3290,693,129,129
3291,459,224,459
3292,428,618,428
3293,253,317,317
3294,30,360,30
3295,118,775,775
3296,739,173,739
3297,68,667,68
3298,443,594,443
3299,449,109,109
3300,308,4,4
3301,12,733,12
3302,720,338,338
3303,69,516,516
3304,474,386,474
3305,228,233,228
3306,581,788,581
3307,502,256,502
3308,736,592,736
3309,238,248,248
3310,510,770,770
3311,211,691,691
3312,787,764,787
3313,674,193,674
3314,17,734,17
3315,616,330,616
3316,729,749,729
3317,382,654,654
3318,426,126,426
3319,729,80,80
3320,372,380,380
3321,425,584,425
3322,142,755,142
3323,527,448,527
3324,387,785,785
3325,423,175,423
3326,424,603,603
3327,121,243,243
3328,54,147,147
3329,734,795,795
3330,181,651,651
3331,566,628,628
3332,138,555,138
3333,743,715,715
3334,251,304,304
3335,202,582,582
3336,644,429,429
3337,268,563,563
3338,742,439,742
3339,154,556,154
3340,441,123,123
3341,176,643,643
3342,388,74,388
3343,630,658,658
3344,182,93,93
3345,457,125,125
3346,50,554,554
3347,698,795,795
3348,780,26,26
3349,796,600,600
3350,421,46,421
3351,409,792,792
3352,471,747,747
3353,194,613,613
3354,526,96,526
3355,721,14,721
3356,727,450,727
3357,752,731,731
3358,237,781,781
3359,2,52,2
3360,35,42,42
3361,547,783,547
3362,589,613,613
3363,410,665,410
3364,642,552,552
3365,203,680,203
3366,560,721,721
3367,447,611,611
3368,696,585,696
3369,239,795,795
3370,392,434,392
3371,51,238,51
3372,569,247,247
3373,739,703,703
3374,436,232,232
3375,330,191,330
3376,604,109,109
3377,742,283,742
3378,635,708,635
3379,426,542,542
3380,123,575,575
3381,174,665,174
3382,612,773,773
3383,504,631,631
3384,28,224,28
3385,214,786,786
3386,223,663,663
3387,62,393,393
3388,240,591,591
3389,703,119,703
3390,408,657,657
3391,518,745,745
3392,535,161,535
3393,78,702,702
3394,650,411,650
3395,294,363,363
3396,752,700,700
3397,447,24,24
3398,285,50,50
3399,248,45,248
3400,358,213,358
3401,232,78,232
3402,432,92,432
3403,48,639,48
3404,706,53,706
3405,683,243,683
3406,360,179,360
3407,758,691,758
3408,67,442,67
3409,373,246,246
3410,359,250,250
3411,212,428,212
3412,372,422,422
3413,454,99,99
3414,631,411,631
3415,753,414,414
3416,683,67,67
3417,764,599,764
3418,159,490,490
3419,485,159,159
3420,173,258,258
3421,740,316,316
3422,287,297,287
3423,103,257,103
3424,51,1,51
3425,146,351,146
3426,514,381,514
3427,452,607,607
3428,61,791,61
3429,438,360,438
3430,263,383,263
3431,690,610,610
3432,609,618,618
3433,93,324,93
3434,474,293,474
3435,369,618,369
3436,360,234,360
3437,19,315,19
3438,492,40,40
3439,566,277,566
3440,627,16,627
3441,788,287,287
3442,563,402,563
3443,660,743,743
3444,703,632,703
3445,741,723,723
3446,225,397,397
3447,148,641,148
3448,151,773,773
3449,61,584,61
3450,68,239,68
3451,276,176,276
3452,592,667,592
3453,511,487,511
3454,115,749,749
3455,89,542,542
3456,776,235,776
3457,392,100,100
3458,726,290,726
3459,541,634,541
3460,707,714,714
3461,264,20,20
3462,706,763,706
3463,324,621,621
3464,252,177,177
3465,470,646,646
3466,12,749,749
3467,693,91,693
3468,272,494,494
3469,548,739,548
3470,210,444,444
3471,142,28,28
3472,260,373,260
3473,590,309,590
3474,78,520,520
3475,491,81,491
3476,63,709,709
3477,255,153,153
3478,287,349,349
3479,601,661,601
3480,406,179,406
3481,544,673,544
3482,300,264,264
3483,139,393,139
3484,276,520,276
3485,89,571,571
3486,373,799,799
3487,17,158,158
3488,124,169,124
3489,752,578,752
3490,529,239,239
3491,563,398,398
3492,12,648,648
3493,607,688,607
3494,515,728,728
3495,157,380,157
3496,784,478,478
3497,769,402,769
3498,472,442,472
3499,205,670,205
3500,564,409,409
3501,335,117,335
3502,699,129,699
3503,306,793,793
3504,724,146,724
3505,261,204,261
3506,565,397,397
3507,776,722,722
3508,130,494,494
3509,654,28,28
3510,91,515,91
3511,386,617,617
3512,87,783,783
3513,64,660,660
3514,721,502,502
3515,64,764,764
3516,181,61,61
3517,203,413,413
3518,752,734,752
3519,661,524,524
3520,9,65,9
3521,607,73,73
3522,588,232,588
3523,464,445,464
3524,92,35,92
3525,630,297,630
3526,525,215,525
3527,449,98,449
3528,695,558,558
3529,627,371,371
3530,423,612,423
3531,397,396,397
3532,491,54,54
3533,288,245,288
3534,763,749,749
3535,53,250,250
3536,193,607,193
3537,477,781,477
3538,746,13,13
3539,330,326,326
3540,139,799,139
3541,296,478,478
3542,616,274,274
3543,236,59,59
3544,598,93,93
3545,436,510,436
3546,766,651,651
3547,771,78,78
3548,774,356,356
3549,344,253,344
3550,616,200,616
3551,635,145,635
3552,753,16,16
3553,288,626,288
3554,38,469,469
3555,366,337,337
3556,213,785,785
3557,122,7,7
3558,228,153,228
3559,225,718,718
3560,777,667,777
3561,54,45,54
3562,288,82,288
3563,242,387,387
3564,183,43,43
3565,742,408,742
3566,28,707,28
3567,661,60,60
3568,618,689,689
3569,406,265,406
3570,233,567,233
3571,226,646,646
3572,48,413,48
3573,403,483,483
3574,444,556,444
3575,377,41,377
3576,259,713,713
3577,790,462,462
3578,731,431,431
3579,595,311,311
3580,772,657,772
3581,163,161,163
3582,618,120,618
3583,275,546,275
3584,139,752,752
3585,325,785,785
3586,214,80,80
3587,249,709,249
3588,425,335,425
3589,87,51,51
3590,481,102,102
3591,137,466,466
3592,37,546,546
3593,693,121,693
3594,542,71,71
3595,437,206,206
3596,740,628,740
3597,223,690,223
3598,544,160,544
3599,33,37,37
3600,234,637,234
3601,650,653,650
3602,557,270,557
3603,754,688,688
3604,710,765,710
3605,393,246,393
3606,399,730,730
3607,581,79,581
3608,121,432,121
3609,767,352,352
3610,82,559,559
3611,472,624,472
3612,537,173,537
3613,537,711,711
3614,135,721,135
3615,742,186,742
3616,626,469,469
3617,718,736,718
3618,90,329,90
3619,213,98,213
3620,169,414,414
3621,393,274,274
3622,187,154,154
3623,176,512,512
3624,712,633,633
3625,189,123,123
3626,785,366,785
3627,560,529,560
3628,545,665,545
3629,343,317,343
3630,732,230,732
3631,88,535,535
3632,143,587,587
3633,103,753,103
3634,725,379,725
3635,708,760,708
3636,85,146,85
3637,595,757,757
3638,277,129,129
3639,701,312,701
3640,399,303,303
3641,59,199,59
3642,167,214,214
3643,364,283,283
3644,749,11,11
3645,637,322,637
3646,79,409,409
3647,638,782,638
3648,587,116,116
3649,542,159,542
3650,75,274,274
3651,80,592,80
3652,417,334,334
3653,727,612,727
3654,553,85,553
3655,342,337,337
3656,468,281,281
3657,379,135,135
3658,736,69,69
3659,72,272,72
3660,661,191,191
3661,153,291,153
3662,281,72,72
3663,470,643,643
3664,603,787,603
3665,78,640,78
3666,231,459,459
3667,762,248,248
3668,699,67,699
3669,595,71,595
3670,318,32,32
3671,319,245,245
3672,294,162,162
3673,777,739,777
3674,339,154,154
3675,518,425,518
3676,541,266,541
3677,633,288,633
3678,577,406,406
3679,388,518,518
3680,405,469,469
3681,784,37,37
3682,503,514,503
3683,504,576,576
3684,324,445,445
3685,471,375,375
3686,692,700,700
3687,732,690,732
3688,754,786,786
3689,331,171,171
3690,150,524,524
3691,745,293,745
3692,774,229,229
3693,192,105,192
3694,788,60,60
3695,344,160,344
3696,44,251,44
3697,707,340,340
3698,799,640,799
3699,346,638,638
3700,125,21,125
3701,241,629,629
3702,763,749,749
3703,798,486,798
3704,427,419,427
3705,288,127,288
3706,187,682,682
3707,113,6,6
3708,609,759,759
3709,778,673,778
3710,463,424,424
3711,620,614,614
3712,705,613,705
3713,797,424,797
3714,182,303,303
3715,553,770,553
3716,468,135,135
3717,420,127,420
3718,244,354,244
3719,280,524,280
3720,442,367,367
3721,784,743,743
3722,311,635,635
3723,712,211,712
3724,695,589,589
3725,686,259,259
3726,340,751,751
3727,54,115,115
3728,623,106,623
3729,433,545,545
3730,179,663,663
3731,797,103,103
3732,293,798,798
3733,450,349,349
3734,410,591,410
3735,740,273,740
3736,256,420,420
3737,768,401,768
3738,635,341,635
3739,553,718,553
3740,610,624,610
3741,34,312,34
3742,754,512,512
3743,307,605,307
3744,429,579,429
3745,287,127,127
3746,501,225,501
3747,28,638,28
3748,400,627,400
3749,188,87,87
3750,222,456,222
3751,75,672,672
3752,370,591,370
3753,382,269,269
3754,678,456,456
3755,168,718,718
3756,487,615,615
3757,41,7,7
3758,591,345,345
3759,452,414,414
3760,605,42,42
3761,133,349,133
3762,541,79,541
3763,479,255,255
3764,665,94,94
3765,4,379,4
3766,603,717,717
3767,693,480,480
3768,746,431,431
3769,287,66,66
3770,765,364,765
3771,473,735,735
3772,152,533,533
3773,694,95,694
3774,100,482,100
3775,232,357,232
3776,28,9,9
3777,525,441,525
3778,124,208,124
3779,573,787,787
3780,546,738,546
3781,40,345,40
3782,553,213,553
3783,663,666,663
3784,62,761,62
3785,770,668,770
3786,638,434,638
3787,612,171,171
3788,637,127,127
3789,423,535,423
3790,591,495,495
3791,4,460,4
3792,752,191,752
3793,393,528,528
3794,782,358,358
3795,52,412,412
3796,698,695,698
3797,799,455,799
3798,629,376,629
3799,503,367,503
3800,55,132,132
3801,183,30,30
3802,403,8,8
3803,359,459,359
3804,522,535,522
3805,797,260,797
3806,9,579,9
3807,164,425,164
3808,757,382,757
3809,258,327,258
3810,509,496,496
3811,411,160,160
3812,750,575,575
3813,680,596,596
3814,549,400,549
3815,408,180,180
3816,165,582,165
3817,719,488,488
3818,739,440,739
3819,606,746,606
3820,127,563,127
3821,264,319,264
3822,595,342,595
3823,464,446,446
3824,552,71,552
3825,97,557,557
3826,19,112,19
3827,26,731,26
3828,190,576,576
3829,78,290,78
3830,428,324,428
3831,491,236,236
3832,70,225,225
3833,678,508,508
3834,758,274,274
3835,554,316,316
3836,398,597,398
3837,389,577,577
3838,642,627,642
3839,486,5,5
3840,178,684,178
3841,608,76,608
3842,788,563,563
3843,307,128,307
3844,728,154,154
3845,482,327,327
3846,507,337,337
3847,301,622,301
3848,312,76,76
3849,53,706,706
3850,243,694,694
3851,536,267,536
3852,663,222,663
3853,518,561,518
3854,723,96,723
3855,447,5,5
3856,613,217,613
3857,423,411,423
3858,145,207,145
3859,758,666,758
3860,621,370,370
3861,233,135,135
3862,521,121,121
3863,75,85,85
3864,281,399,281
3865,646,747,747
3866,675,152,152
3867,8,377,8
3868,692,435,692
3869,356,341,356
3870,178,799,799
3871,545,24,24
3872,486,330,330
3873,108,538,538
3874,249,418,249
3875,131,703,131
3876,587,257,257
3877,250,243,250
3878,439,482,482
3879,52,194,194
3880,467,411,467
3881,588,60,588
3882,140,143,143
3883,795,122,795
3884,424,164,164
3885,622,181,181
3886,710,28,28
3887,666,494,494
3888,682,688,682
3889,289,379,379
3890,592,430,430
3891,523,576,576
3892,473,461,473
3893,396,511,511
3894,93,777,93
3895,245,435,245
3896,187,545,545
3897,207,606,606
3898,59,538,59
3899,111,448,448
3900,800,52,800
3901,289,89,89
3902,47,369,369
3903,321,285,285
3904,347,741,347
3905,40,25,40
3906,423,168,423
3907,239,716,716
3908,449,469,469
3909,285,624,285
3910,431,454,431
3911,481,593,481
3912,267,23,23
3913,694,776,694
3914,41,748,748
3915,224,424,424
3916,561,615,615
3917,501,28,28
3918,591,710,710
3919,11,207,11
3920,130,144,130
3921,444,252,444
3922,260,346,260
3923,137,96,137
3924,76,758,758
3925,683,494,494
3926,451,333,451
3927,113,762,762
3928,482,330,330
3929,471,713,713
3930,489,288,288
3931,254,770,254
3932,425,673,425
3933,313,470,313
3934,739,194,739
3935,195,555,555
3936,21,368,368
3937,370,301,301
3938,437,391,437
3939,403,374,403
3940,415,448,448
3941,540,649,540
3942,587,190,587
3943,399,779,779
3944,352,490,490
3945,330,684,330
3946,262,74,262
3947,45,352,352
3948,523,639,523
3949,436,20,20
3950,169,315,169
3951,730,669,730
3952,473,116,116
3953,69,794,794
3954,199,488,488
3955,174,497,497
3956,195,759,759
3957,67,161,67
3958,335,318,335
3959,643,33,643
3960,240,366,366
3961,760,697,697
3962,603,70,70
3963,426,17,426
3964,81,272,272
3965,59,497,59
3966,762,623,623
3967,472,203,472
3968,640,774,774
3969,8,771,8
3970,81,432,432
3971,547,163,163
3972,204,615,204
3973,139,449,139
3974,415,315,415
3975,252,604,604
3976,410,396,410
3977,2,630,630
3978,297,651,297
3979,38,108,108
3980,197,663,663
3981,355,784,784
3982,70,668,668
3983,139,130,139
3984,745,597,745
3985,162,553,553
3986,788,617,617
3987,477,556,477
3988,550,617,550
3989,23,306,23
3990,452,198,452
3991,53,443,443
3992,185,747,747
3993,387,22,22
3994,441,4,4
3995,209,660,660
3996,496,281,496
3997,372,85,85
3998,715,64,715
3999,559,665,559
4000,453,192,453
4001,781,396,781
4002,213,381,213
4003,117,236,236
4004,317,338,338
4005,546,747,747
4006,147,476,147
4007,549,148,549
4008,354,367,367
4009,689,71,71
4010,176,234,234
4011,362,76,362
4012,589,1,589
4013,236,488,488
4014,157,477,477
4015,63,69,63
4016,472,476,472
4017,353,404,404
4018,789,684,684
4019,131,19,131
4020,554,711,554
4021,604,106,106
4022,714,346,714
4023,293,408,293
4024,55,66,66
4025,613,149,613
4026,57,442,57
4027,64,537,537
4028,467,702,467
4029,472,227,472
4030,211,477,477
4031,141,394,394
4032,260,717,717
4033,310,326,326
4034,480,600,600
4035,523,690,690
4036,44,315,44
4037,779,74,74
4038,88,311,311
4039,228,564,228
4040,412,7,7
4041,712,483,712
4042,334,790,334
4043,650,425,425
4044,369,135,135
4045,365,445,365
4046,7,243,7
4047,440,201,440
4048,624,42,42
4049,610,586,586
4050,697,629,629
4051,119,26,26
4052,165,15,165
4053,207,440,440
4054,723,612,723
4055,407,652,407
4056,465,618,465
4057,237,456,456
4058,33,668,668
4059,369,574,574
4060,269,664,269
4061,548,111,548
4062,478,452,478
4063,330,479,479
4064,222,178,178
4065,21,103,103
4066,132,269,132
4067,405,342,342
4068,116,266,116
4069,796,248,248
4070,482,339,339
4071,165,88,165
4072,6,389,6
4073,83,266,83
4074,19,98,19
4075,533,355,533
4076,289,43,43
4077,264,366,264
4078,369,259,259
4079,376,541,541
4080,324,297,297
4081,653,207,207
4082,307,340,340
4083,175,535,535
4084,400,472,472
4085,689,18,689
4086,784,203,203
4087,462,542,542
4088,514,513,513
4089,234,410,410
4090,576,128,576
4091,718,564,718
4092,520,556,556
4093,709,514,709
4094,647,431,431
4095,738,442,442
4096,545,486,545
4097,577,140,577
4098,557,15,557
4099,345,657,657
4100,450,65,65
4101,522,207,522
4102,309,138,138
4103,47,66,66
4104,375,466,466
4105,347,655,655
4106,342,214,342
4107,204,184,184
4108,743,125,125
4109,389,67,67
4110,312,596,596
4111,244,50,244
4112,659,112,112
4113,675,614,614
4114,672,718,718
4115,578,379,379
4116,133,499,499
4117,697,730,697
4118,650,406,650
4119,412,594,412
4120,78,439,78
4121,162,58,58
4122,671,57,57
4123,710,214,214
4124,600,249,249
4125,28,152,28
4126,84,764,84
4127,623,224,623
4128,715,302,715
4129,636,364,364
4130,314,350,350
4131,456,525,525
4132,694,382,694
4133,672,53,672
4134,434,628,628
4135,568,216,216
4136,198,704,704
4137,511,656,656
4138,427,779,427
4139,289,68,68
4140,286,711,711
4141,234,540,540
4142,556,213,556
4143,645,743,645
4144,641,377,377
4145,470,32,32
4146,484,761,484
4147,373,54,373
4148,246,589,246
4149,664,593,664
4150,343,92,343
4151,645,277,645
4152,279,148,279
4153,85,145,85
4154,552,71,552
4155,452,333,452
4156,738,43,43
4157,747,5,747
4158,172,592,172
4159,235,629,629
4160,314,107,314
4161,679,217,679
4162,522,725,522
4163,424,751,424
4164,771,348,348
4165,465,362,362
4166,169,105,169
4167,426,52,426
4168,556,678,556
4169,199,657,657
4170,275,109,275
4171,50,778,778
4172,106,289,106
4173,732,676,732
4174,373,215,373
4175,525,240,525
4176,371,652,371
4177,61,739,61
4178,466,159,159
4179,262,152,152
4180,196,20,20
4181,633,75,633
4182,490,538,538
4183,442,598,598
4184,197,351,351
4185,360,671,360
4186,593,495,495
4187,774,216,216
4188,304,618,618
4189,695,709,709
4190,373,293,293
4191,684,250,250
4192,644,307,307
4193,459,162,162
4194,588,603,588
4195,108,307,307
4196,448,168,448
4197,156,534,156
4198,592,262,262
4199,359,300,300
4200,40,787,40
4201,456,207,207
4202,62,162,162
4203,721,209,209
4204,432,756,432
4205,49,125,125
4206,489,322,322
4207,544,651,544
4208,414,19,414
4209,142,574,574
4210,216,164,164
4211,271,706,706
4212,509,431,431
4213,101,86,86
4214,170,376,170
4215,137,751,137
4216,695,655,655
4217,536,486,536
4218,650,544,544
4219,669,440,440
4220,169,369,169
4221,615,422,422
4222,291,574,574
4223,300,164,164
4224,459,660,459
4225,204,769,204
4226,290,700,700
4227,636,88,636
4228,374,539,539
4229,768,230,230
4230,394,774,394
4231,109,30,109
4232,683,253,253
4233,391,100,100
4234,561,638,638
4235,7,195,7
4236,462,658,658
4237,778,298,778
4238,436,9,9
4239,2,450,450
4240,579,632,632
4241,649,475,649
4242,365,202,202
4243,257,477,477
4244,321,407,407
4245,695,262,695
4246,780,58,780
4247,36,321,36
4248,402,170,170
4249,733,537,537
4250,440,638,638
4251,1,230,230
4252,78,23,23
4253,585,770,770
4254,800,608,608
4255,216,491,216
4256,762,76,762
4257,15,418,418
4258,237,791,791
4259,518,375,518
4260,139,450,139
4261,549,160,549
4262,516,648,648
4263,177,356,177
4264,624,729,729
4265,667,204,204
4266,438,120,438
4267,731,299,731
4268,636,350,350
4269,550,472,550
4270,52,542,542
4271,428,59,59
4272,158,110,110
4273,702,604,702
4274,702,225,702
4275,368,470,368
4276,494,127,494
4277,452,581,581
4278,11,557,557
4279,390,162,162
4280,332,646,646
4281,118,498,498
4282,111,553,553
4283,496,543,496
4284,445,423,423
4285,425,360,360
4286,743,755,755
4287,97,719,97
4288,32,619,32
4289,574,641,574
4290,358,656,358
4291,101,377,377
4292,342,129,342
4293,448,350,350
4294,365,505,505
4295,428,429,429
4296,208,61,61
4297,760,509,760
4298,408,77,77
4299,502,672,502
4300,383,62,383
4301,720,414,414
4302,188,223,223
4303,366,114,366
4304,307,141,307
4305,523,121,523
4306,207,158,158
4307,294,584,294
4308,250,77,250
4309,645,666,645
4310,82,664,664
4311,327,335,335
4312,30,386,30
4313,722,700,700
4314,563,640,563
4315,67,398,398
4316,185,85,85
4317,82,379,379
4318,425,685,425
4319,280,33,280
4320,373,345,345
4321,95,482,95
4322,223,58,58
4323,376,684,376
4324,611,169,611
4325,151,638,638
4326,767,327,327
4327,83,522,522
4328,556,280,280
4329,706,585,706
4330,366,556,556
4331,276,399,276
4332,708,498,498
4333,327,418,418
4334,20,317,20
4335,784,296,296
4336,283,77,283
4337,532,292,532
4338,543,90,543
4339,589,223,223
4340,249,51,249
4341,138,151,138
4342,484,715,715
4343,796,103,796
4344,464,384,384
4345,344,519,519
4346,71,93,71
4347,218,646,646
4348,99,682,682
4349,539,18,539
4350,16,8,8
4351,10,264,264
4352,790,35,35
4353,552,606,552
4354,601,722,722
4355,735,700,700
4356,472,654,472
4357,589,698,589
4358,505,105,505
4359,243,39,39
4360,264,400,264
4361,653,134,653
4362,185,753,185
4363,611,360,611
4364,252,364,364
4365,610,608,608
4366,451,668,451
4367,136,603,603
4368,239,403,403
4369,784,134,134
4370,198,394,394
4371,178,127,127
4372,498,361,498
4373,666,22,22
4374,115,57,57
4375,641,144,144
4376,207,328,328
4377,123,788,123
4378,584,668,668
4379,518,650,518
4380,91,730,730
4381,132,732,732
4382,383,546,546
4383,194,512,194
4384,635,600,635
4385,557,145,557
4386,528,47,528
4387,227,763,227
4388,393,470,393
4389,762,400,400
4390,697,198,697
4391,388,115,115
4392,741,361,361
4393,181,644,181
4394,330,160,160
4395,510,617,617
4396,163,605,163
4397,240,33,240
4398,669,548,548
4399,238,719,719
4400,634,585,585
4401,456,288,288
4402,763,367,367
4403,277,55,55
4404,431,532,532
4405,665,260,260
4406,230,518,518
4407,192,215,192
4408,548,412,548
4409,195,798,798
4410,522,485,522
4411,680,148,148
4412,260,653,260
4413,578,535,535
4414,212,603,212
4415,178,390,390
4416,322,583,583
4417,745,136,745
4418,137,640,137
4419,679,45,679
4420,765,474,474
4421,341,272,272
4422,556,584,556
4423,297,656,656
4424,534,351,534
4425,407,669,407
4426,369,208,369
4427,411,505,505
4428,468,81,468
4429,8,778,8
4430,582,176,582
4431,751,692,692
4432,1,161,161
4433,544,40,544
4434,201,666,666
4435,798,472,472
4436,446,385,446
4437,472,379,472
4438,109,210,109
4439,567,500,567
4440,453,782,453
4441,581,66,581
4442,657,124,124
4443,109,358,109
4444,35,650,650
4445,537,377,537
4446,347,358,358
4447,368,626,368
4448,551,63,551
4449,37,445,37
4450,401,585,401
4451,192,96,192
4452,37,533,533
4453,428,181,428
4454,417,327,327
4455,481,610,481
4456,117,223,223
4457,178,179,179
4458,285,183,183
4459,197,322,322
4460,481,788,481
4461,276,531,276
4462,794,719,794
4463,362,737,737
4464,194,503,503
4465,475,261,261
4466,119,749,749
4467,564,128,128
4468,768,185,768
4469,708,480,708
4470,197,313,313
4471,638,605,638
4472,111,658,658
4473,621,281,621
4474,554,468,554
4475,363,195,195
4476,504,628,628
4477,190,224,224
4478,312,773,773
4479,314,431,314
4480,362,133,133
4481,173,683,683
4482,91,728,91
4483,479,640,479
4484,348,641,348
4485,310,508,508
4486,139,760,139
4487,253,222,253
4488,24,144,24
4489,761,698,698
4490,172,537,172
4491,642,194,642
4492,285,705,705
4493,152,628,628
4494,791,603,603
4495,547,724,724
4496,295,121,295
4497,37,654,37
4498,103,687,687
4499,256,443,443
4500,749,517,517
4501,303,234,234
4502,547,103,103
4503,405,180,180
4504,195,773,773
4505,647,444,444
4506,114,293,293
4507,760,590,590
4508,771,531,531
4509,177,584,177
4510,371,484,484
4511,397,532,532
4512,453,632,453
4513,85,498,85
4514,543,72,72
4515,238,749,238
4516,221,414,414
4517,440,90,90
4518,774,77,77
4519,405,756,756
4520,701,95,701
4521,217,791,791
4522,593,346,346
4523,594,397,397
4524,755,793,793
4525,424,449,424
4526,513,444,513
4527,781,652,781
4528,787,656,787
4529,37,432,432
4530,126,744,126
4531,610,181,610
4532,179,49,179
4533,368,449,368
4534,693,137,137
4535,675,25,25
4536,516,555,516
4537,322,106,106
4538,382,296,382
4539,261,454,261
4540,688,588,588
4541,132,477,477
4542,483,304,483
4543,484,33,484
4544,426,385,426
4545,122,720,720
4546,334,457,334
4547,257,462,257
4548,344,173,344
4549,746,589,589
4550,527,450,527
4551,645,680,645
4552,40,749,40
4553,38,301,301
4554,536,593,536
4555,674,632,674
4556,649,330,649
4557,218,51,51
4558,677,483,677
4559,272,159,272
4560,11,427,427
4561,233,379,233
4562,488,647,647
4563,443,241,443
4564,669,501,501
4565,723,77,723
4566,84,764,84
4567,147,164,164
4568,133,446,133
4569,208,336,336
4570,527,303,527
4571,489,321,489
4572,469,249,249
4573,301,500,301
4574,795,407,795
4575,413,500,413
4576,556,708,708
4577,463,316,316
4578,275,115,275
4579,364,532,532
4580,759,53,759
4581,491,666,666
4582,516,492,492
4583,725,574,574
4584,181,71,71
4585,55,134,134
4586,789,555,555
4587,393,702,702
4588,787,306,306
4589,373,400,373
4590,299,411,299
4591,719,343,343
4592,37,351,37
4593,534,162,534
4594,310,734,310
4595,117,19,19
4596,741,776,776
4597,387,145,387
4598,770,342,342
4599,139,561,139
4600,329,305,305
4601,672,279,279
4602,403,561,403
4603,617,443,443
4604,545,675,545
4605,407,443,443
4606,166,312,166
4607,604,2,2
4608,532,128,532
4609,503,287,503
4610,397,595,397
4611,339,445,339
4612,37,776,37
4613,619,278,278
4614,194,195,195
4615,383,3,3
4616,164,374,164
4617,132,319,132
4618,255,638,255
4619,695,260,260
4620,742,566,742
4621,555,766,766
4622,152,551,551
4623,158,25,158
4624,522,511,522
4625,44,763,44
4626,410,310,410
4627,129,496,129
4628,671,794,794
4629,646,510,646
4630,454,721,721
4631,482,580,580
4632,145,430,430
4633,258,495,495
4634,632,423,423
4635,40,148,40
4636,629,169,629
4637,201,28,28
4638,693,515,693
4639,271,792,792
4640,358,482,358
4641,428,157,428
4642,552,639,552
4643,601,736,736
4644,516,634,516
4645,436,659,436
4646,496,774,774
4647,518,85,85
4648,282,166,166
4649,586,495,495
4650,638,55,55
4651,635,158,635
4652,733,292,733
4653,777,774,777
4654,606,415,606
4655,269,146,269
4656,416,659,416
4657,498,207,498
4658,333,568,568
4659,513,413,513
4660,793,16,793
4661,105,506,506
4662,542,607,542
4663,673,327,673
4664,732,604,732
4665,599,158,158
4666,524,753,524
4667,110,696,110
4668,190,684,684
4669,446,99,99
4670,305,244,244
4671,748,745,745
4672,484,799,484
4673,716,16,716
4674,366,295,366
4675,319,641,319
4676,464,753,464
4677,255,277,277
4678,500,454,454
4679,374,260,260
4680,212,42,212
4681,15,292,15
4682,96,330,330
4683,385,31,31
4684,575,132,132
4685,54,164,164
4686,405,423,423
4687,541,669,541
4688,398,218,398
4689,430,70,430
4690,601,279,279
4691,683,494,494
4692,289,48,48
4693,687,663,663
4694,425,681,425
4695,8,575,8
4696,146,175,175
4697,582,40,40
4698,554,498,554
4699,277,470,277
4700,20,90,20
4701,143,65,65
4702,440,582,582
4703,191,718,718
4704,73,198,198
4705,197,205,205
4706,76,699,699
4707,452,84,84
4708,625,771,771
4709,692,186,692
4710,416,747,747
4711,532,494,494
4712,498,99,498
4713,644,490,490
4714,126,334,334
4715,366,686,366
4716,382,568,568
4717,242,252,242
4718,587,783,587
4719,184,584,184
4720,175,534,534
4721,472,755,472
4722,677,89,677
4723,408,523,523
4724,785,273,785
4725,469,238,469
4726,526,460,526
4727,496,322,322
4728,543,790,543
4729,140,43,140
4730,327,784,327
4731,520,727,727
4732,486,318,486
4733,633,76,633
4734,276,756,276
4735,554,132,554
4736,581,115,581
4737,18,281,281
4738,531,47,531
4739,655,634,634
4740,9,709,709
4741,310,317,317
4742,752,397,397
4743,203,673,673
4744,499,715,499
4745,505,619,505
4746,530,524,524
4747,311,322,311
4748,131,305,131
4749,697,55,697
4750,488,204,204
4751,45,106,106
4752,441,219,219
4753,92,492,92
4754,152,127,127
4755,250,10,250
4756,211,482,482
4757,273,330,273
4758,465,799,465
4759,316,594,594
4760,135,216,135
4761,326,22,22
4762,566,637,637
4763,745,662,745
4764,732,754,732
4765,415,56,56
4766,136,449,136
4767,799,572,572
